date,equity
2026-02-09,962.253925153236
2026-02-10,925.44365208824
2026-02-11,890.9076207775497
2026-02-12,893.6745525551501
2026-02-13,938.1544453741789
2026-02-14,954.5661862933347
2026-02-15,902.0385242393869
2026-02-16,915.9949392429307
2026-02-17,913.4889439693144
2026-02-18,896.7541591685364
2026-02-19,894.2264102781396
2026-02-20,903.3430464132374
2026-02-21,905.4074486110824
2026-02-22,898.4319135438044
2026-02-23,853.6383303638821
2026-02-24,852.5291097028455
2026-02-25,939.4766135130538
2026-02-26,939.4766135130538
2026-02-27,939.4766135130538
2026-02-28,939.4766135130538
2026-03-01,939.4766135130538
2026-03-02,939.4766135130538
2026-03-03,939.4766135130538
2026-03-04,938.1376361014835
2026-03-05,961.1908706238117
2026-03-06,1000.181664145009
2026-03-07,1002.8441740567062
2026-03-08,1002.8441740567062
2026-03-09,1002.8441740567062
2026-03-10,1002.8441740567062
2026-03-11,1002.8441740567062
2026-03-12,1002.8441740567062
2026-03-13,1002.8441740567062
2026-03-14,1002.8441740567062
2026-03-15,1001.4148828140367
2026-03-16,925.3787696807126
2026-03-17,939.8779916744862
2026-03-18,989.9480255645052
2026-03-19,1018.9476451357624
2026-03-20,1014.9758821360085
2026-03-21,1044.1695332882746
2026-03-22,1044.1695332882746
2026-03-23,1044.1695332882746
2026-03-24,1044.1695332882746
2026-03-25,1044.1695332882746
2026-03-26,1044.1695332882746
2026-03-27,1044.1695332882746
2026-03-28,1044.1695332882746
2026-03-29,1044.1695332882746
2026-03-30,1044.1695332882746
2026-03-31,1044.1695332882746
2026-04-01,1044.1695332882746
2026-04-02,1044.1695332882746
2026-04-03,1044.1695332882746
2026-04-04,1044.1695332882746
2026-04-05,1044.1695332882746
2026-04-06,1044.1695332882746
2026-04-07,1042.6813435890176
2026-04-08,1065.467857807852
2026-04-09,1065.9952983957676
2026-04-10,1041.2018078906615
2026-04-11,1023.3867454591954
2026-04-12,1064.641894493743
2026-04-13,982.6358351949721
2026-04-14,1001.3387416987343
2026-04-15,987.0852113435939
2026-04-16,991.3429119816352
2026-04-17,962.7688130023271
2026-04-18,990.374131938711
2026-04-19,1024.375633767362
2026-04-20,1004.5328840514338
2026-04-21,999.4995236713296
2026-04-22,980.5159425756921
2026-04-23,998.1015445956683
2026-04-24,1004.344387079471
2026-04-25,1003.1060091701573
2026-04-26,983.0247727385521
2026-04-27,1007.9623594628893
2026-04-28,1007.9623594628893
2026-04-29,1007.9623594628893
